img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Edge density,Complexity,Color entropy,mean R channel,mean G channel,mean (RG)B channel,mean L channel,mean A channel,mean (LA)B channel,mean H channel,mean S channel,mean V channel,std R channel,std G channel,std (RG)B channel,std L channel,std A channel,std (LA)B channel,std H channel,std S channel,std V channel,Mirror symmetry,DCM,Balance,left-right,up-down,left-right & up-down,2-dimensional,3-dimensional,Slope,Sigma,PHOG-based,CNN-based,Anisotropy,Homogeneity,1st-order,2nd-order,Sparseness,Variability,
3384.jpg,1400,1.333,14.097,10.018,35.809,3.931,6.724,122.563,140.512,134.048,56.51,-7.729,1.34,0.4357,0.1423,0.5516,30.622,34.899,35.896,14.097,2.797,2.366,0.0691,0.08064,0.1358,1.43,9.408,10.493,0.3871,0.5033,0.3868,2.468,1.162,-3.303,0.01689,0.4109,0.5973,0.0003534,71.627,4.464,4.237,0.0002727,8.192e-06,
3389.jpg,1400,1.333,8.188,11.982,25.082,2.398,7.784,131.73,137.865,140.14,56.909,-1.657,-2.046,0.5123,0.09647,0.5594,24.279,21.084,16.093,8.188,2.187,4.421,0.2239,0.06789,0.07093,27.585,3.652,8.218,0.5835,0.5973,0.5448,2.432,1.335,-2.737,0.0174,0.7413,0.8123,0.0006128,93.379,3.019,3.369,0.0002751,5.279e-06,
338_uglifier.jpg,1400,1.333,17.635,13.092,94.945,10.792,8.511,125.943,119.778,106.825,49.98,0.1486,7.968,0.08382,0.1682,0.4956,44.711,44.682,44.765,17.635,4.251,7.768,0.07343,0.09144,0.1757,32.246,16.667,14.969,0.6206,0.5393,0.5518,2.624,1.354,-3.579,0.1102,0.7629,0.8849,0.0003688,89.665,4.316,4.493,0.0001311,6.84e-06,
339.jpg,1400,1.333,13.85,16.245,125.719,17.965,10.849,108.131,109.822,49.436,44.744,-9.3,32.362,0.1675,0.5792,0.4542,32.544,36.811,23.79,13.85,9.677,11.035,0.04184,0.1382,0.1397,33.674,5.613,10.587,0.6962,0.6404,0.6354,2.719,1.775,-2.352,0.01646,0.8289,0.881,0.0002588,98.403,4.433,4.494,8.843e-05,6.327e-06,
3394.jpg,1400,0.75,11.688,11.295,23.528,2.572,7.504,110.927,143.381,181.038,58.291,-1.315,-23.1012,0.5821,0.3899,0.7114,26.571,28.54,36.103,11.688,2.441,8.967,0.05907,0.1123,0.1388,1.203,4.07,9.434,0.6512,0.4082,0.3909,2.338,1.218,-2.58,0.002074,0.329,0.525,0.0005347,50.204,4.413,4.441,0.0009658,7.996e-06,
3397.jpg,1038,0.7653,9.813,12.213,27.929,2.525,8.862,154.548,140.978,120.631,59.226,2.162,12.599,0.09744,0.2223,0.6104,30.582,24.576,25.337,9.813,2.535,13.054,0.1281,0.1775,0.1165,52.862,5.344,8.671,0.4775,0.2579,0.2433,2.351,1.124,-3.131,0.002408,0.5848,0.6273,0.000698,98.238,4.04,4.063,0.0002976,1.518e-05,
3408.jpg,1400,1.333,20.348,10.305,26.791,2.575,7.045,66.657,80.228,88.991,32.819,-0.9959,-7.617,0.5756,0.474,0.3934,66.215,51.014,27.181,20.348,3.952,16.19,0.1584,0.182,0.2021,80.438,6.953,18.936,0.4485,0.5149,0.4874,2.239,1.047,-3.541,0.002621,0.4868,0.6053,0.0004839,63.342,4.449,4.322,0.0004765,1.369e-05,
3420.jpg,1334,1.498,18.566,15.059,96.058,11.083,9.229,103.287,136.691,166.411,55.068,-3.132,-19.1143,0.5938,0.3844,0.6554,39.693,48.098,54.565,18.566,5.242,8.455,0.07839,0.1492,0.2109,15.977,3.75,12.65,0.4941,0.5068,0.4296,2.572,1.501,-2.291,0.001544,0.5904,0.776,0.0004713,90.84,4.244,4.436,0.000284,1.378e-05,
3427.jpg,1250,1.778,22.459,9.894,24.799,3.684,5.936,82.524,118.363,150.235,47.449,-3.385,-20.2353,0.5416,0.497,0.6006,40.044,53.767,77.542,22.459,3.355,14.933,0.1069,0.1289,0.2854,10.19,15.138,16.133,0.5679,0.2461,0.2382,2.641,1.055,-2.218,0.00516,0.2645,0.4733,0.0005717,75.448,4.305,4.382,0.0009968,2.021e-05,
3436.jpg,1397,1.34,12.239,14.424,112.315,11.726,9.5,164.44,153.429,164.591,64.861,6.067,-3.789,0.8445,0.1423,0.6732,34.579,38.039,31.114,12.239,16.036,10.609,0.2279,0.1806,0.1083,14.677,9.297,7.188,0.6055,0.5163,0.4926,2.621,1.551,-2.756,0.01206,0.7,0.7579,0.0006308,96.234,3.767,4.3,0.0001302,8.361e-06,
3453.jpg,1332,1.504,20.524,15.84,129.955,17.64,10.603,60.861,80.821,37.433,31.059,-14.4733,20.881,0.2755,0.654,0.3222,48.98,50.043,47.01,20.524,7.788,17.626,0.1005,0.245,0.2038,42.538,2.706,15.055,0.5842,0.5019,0.4944,2.635,1.663,-2.355,0.01459,0.6833,0.8574,0.0003701,94.55,4.46,4.527,0.0001167,1.089e-05,
3468.jpg,1334,1.498,25.485,13.571,162.232,14.078,8.694,101.862,94.121,88.173,39.232,3.118,3.239,0.979,0.2898,0.4171,63.395,64.899,42.335,25.485,7.196,14.897,0.2176,0.1523,0.2335,43.238,5.406,16.588,0.5692,0.5096,0.4956,2.481,1.388,-3.668,0.01156,0.6974,0.8489,0.0004791,95.746,4.282,4.409,0.0001917,8.516e-06,
346_uglifier.jpg,1330,1.509,40.024,5.826,215.893,33.947,0.0,76.692,76.692,76.692,30.092,-0.0008211,0.001556,0.0,0.0,0.3008,100.619,100.619,100.619,40.024,0.0009616,0.001823,-0.0,0.0,0.3946,51.686,37.154,36.522,0.4977,0.4686,0.4483,2.831,1.71,-1.722,0.002853,0.6477,0.8785,0.0004914,91.999,4.267,4.462,0.0001308,8.651e-06,
3473.jpg,1330,1.509,35.459,5.225,42.96,4.684,0.0,90.042,90.042,90.042,36.679,-0.0009651,0.001829,0.0,0.0,0.3531,87.118,87.118,87.118,35.459,0.0009066,0.001719,-0.0,0.0,0.3416,28.019,47.212,32.313,0.3646,0.2628,0.2011,2.568,1.373,-2.633,0.002421,0.4021,0.6584,0.0008923,88.192,4.402,4.422,0.0004287,2.095e-05,
350.jpg,1330,1.509,22.365,14.287,137.175,19.581,9.481,77.851,74.674,55.343,30.43,-1.869,11.75,0.1321,0.3487,0.3108,55.331,56.098,51.291,22.365,4.708,9.993,0.0882,0.1763,0.2189,69.995,9.901,20.68,0.5398,0.4469,0.4739,2.708,1.687,-2.013,0.001203,0.6876,0.8672,0.0001687,90.61,4.576,4.558,0.0001033,7.937e-06,
3504.jpg,1120,1.333,17.365,10.639,50.684,7.869,5.728,33.503,37.651,42.137,14.61,-0.349,-3.281,0.5563,0.2222,0.1675,40.806,41.562,45.261,17.365,1.366,5.199,0.2271,0.1956,0.1764,90.182,13.798,26.701,0.5413,0.4819,0.4683,2.671,1.552,-2.206,0.008011,0.6376,0.8324,0.0002872,53.552,4.565,4.529,0.0001989,1.144e-05,
3524.jpg,1400,1.333,8.589,11.032,22.169,2.06,7.414,119.417,135.632,155.134,56.059,0.04522,-12.2766,0.5824,0.3082,0.6365,39.95,20.751,10.833,8.589,1.954,15.359,0.229,0.1735,0.0556,45.284,7.683,7.154,0.6099,0.3066,0.3003,2.39,1.21,-3.141,0.003706,0.4472,0.7391,0.0005109,86.906,4.502,4.462,0.0007112,1.144e-05,
352_uglifier.jpg,1336,1.493,10.906,13.282,59.259,8.758,8.47,205.819,208.65,197.763,83.104,-2.79,5.052,0.248,0.06813,0.8248,31.814,30.565,31.208,10.906,2.874,7.858,0.1739,0.06551,0.1205,40.244,27.404,13.08,0.6402,0.6039,0.5688,2.745,1.654,-1.808,0.003195,0.7467,0.8752,0.0003479,95.994,4.557,4.561,0.0001167,9.361e-06,
353_uglifier.jpg,1336,1.493,13.921,15.253,74.732,12.943,9.845,87.493,93.552,73.973,38.302,-6.011,10.402,0.2374,0.2387,0.3724,34.249,33.987,34.014,13.921,4.948,9.281,0.1283,0.1469,0.1348,43.197,9.011,16.051,0.6634,0.6567,0.651,2.763,1.75,-1.731,0.001678,0.8892,0.8878,0.0001803,93.282,4.555,4.562,7.056e-05,5.803e-06,
3551.jpg,1400,1.333,29.909,12.793,64.268,7.518,7.865,116.416,117.543,119.434,47.737,0.6969,-0.9538,0.6511,0.3216,0.5007,70.595,73.478,82.669,29.909,2.497,9.63,0.2633,0.3256,0.2838,17.783,32.605,10.562,0.5659,0.3984,0.4102,2.498,1.273,-2.43,0.002173,0.7152,0.7845,0.0003961,84.161,4.112,4.401,0.0001579,1.422e-05,
356.jpg,1336,1.493,17.643,15.225,146.129,20.784,9.618,85.926,95.761,85.624,38.924,-5.72,4.58,0.3213,0.188,0.385,42.621,44.638,45.936,17.643,5.699,8.648,0.1571,0.1166,0.179,65.927,9.412,15.058,0.6687,0.593,0.5798,2.7,1.789,-2.162,0.006933,0.8654,0.8976,0.0001763,95.613,4.375,4.521,0.0001034,4.73e-06,
359.jpg,1400,0.75,21.539,16.59,174.953,21.309,10.876,96.054,118.196,92.675,46.616,-12.5163,11.286,0.3035,0.2865,0.4738,46.144,56.85,52.864,21.539,12.333,13.712,0.1633,0.1587,0.2199,37.58,2.615,8.15,0.6155,0.5785,0.5822,2.64,1.678,-2.657,0.01316,0.838,0.8708,0.0002435,98.389,4.494,4.543,0.0001078,6.527e-06,
3592.jpg,1332,0.665,19.216,15.031,92.136,13.86,9.94,136.21,136.723,113.678,56.074,-1.984,12.506,0.1759,0.4308,0.6093,48.216,48.779,71.361,19.216,4.176,25.334,0.2532,0.2068,0.2108,22.163,11.461,20.021,0.6284,0.2497,0.2463,2.698,1.712,-1.796,0.001458,0.5284,0.8458,0.0006603,93.529,4.475,4.544,0.0003472,1.781e-05,
363.jpg,1400,1.333,19.74,15.4,136.349,17.481,9.962,104.86,107.9,76.197,43.916,-6.538,17.614,0.1712,0.3709,0.4354,50.63,50.28,58.864,19.74,7.021,11.112,0.09884,0.1907,0.197,76.869,16.445,15.408,0.6263,0.5095,0.4973,2.592,1.667,-2.339,0.005909,0.7448,0.8833,0.0002161,84.882,4.556,4.541,0.0001079,7.73e-06,
3641.jpg,1400,1.333,19.955,13.12,33.996,3.776,9.199,58.875,62.549,80.513,26.468,4.0,-10.19,0.601,0.4802,0.3424,52.927,44.526,58.859,19.955,9.762,12.774,0.1586,0.185,0.2507,48.086,27.779,23.496,0.613,0.3764,0.3606,2.373,1.101,-2.609,0.003083,0.6356,0.7513,0.000557,81.624,4.261,4.288,0.0004139,1.665e-05,
364_uglifier.jpg,1084,1.23,35.271,15.204,244.732,50.988,10.053,83.821,102.6,66.597,38.969,-12.9741,16.618,0.2794,0.5735,0.4041,89.972,89.458,77.739,35.271,9.265,14.542,0.1022,0.3354,0.3501,46.371,18.723,11.776,0.644,0.6514,0.6255,3.062,1.854,-1.405,0.00186,0.8461,0.906,0.0001923,97.756,4.512,4.565,8.807e-05,4.99e-06,
365.jpg,1186,1.406,26.168,15.014,190.217,28.037,9.853,62.561,70.208,59.832,27.872,-3.981,4.947,0.2362,0.4373,0.2937,61.229,64.507,66.14,26.168,5.391,13.475,0.1724,0.3086,0.2699,52.804,27.08,23.188,0.5784,0.6094,0.5466,2.794,1.759,-2.034,0.003025,0.74,0.8739,0.0003156,94.806,3.488,4.075,0.0001087,7.932e-06,
3670.jpg,1332,1.504,12.999,14.202,81.897,12.404,10.168,85.768,113.115,124.492,47.24,0.7726,-6.613,0.1246,0.467,0.5647,60.994,32.414,56.987,12.999,6.187,24.62,0.2501,0.3432,0.1945,38.06,1.068,12.735,0.5903,0.2945,0.2983,2.733,1.775,-1.842,0.002561,0.6485,0.8395,0.000769,93.848,4.47,4.537,0.000466,2.082e-05,
3676.jpg,1330,1.509,29.739,12.232,96.821,9.51,7.846,109.825,114.647,129.06,46.799,1.538,-7.962,0.665,0.2138,0.5082,65.512,73.138,80.312,29.739,4.142,5.047,0.11,0.1536,0.313,18.037,13.409,16.41,0.4965,0.4676,0.44,2.501,1.305,-3.068,0.01177,0.5753,0.8324,0.0006714,92.305,3.912,4.2,0.000309,1.617e-05,
368.jpg,1120,0.75,20.735,16.845,171.951,29.521,11.824,128.059,113.208,39.251,47.094,-2.636,39.814,0.1359,0.725,0.5063,54.142,53.307,36.826,20.735,8.605,15.862,0.04573,0.1945,0.211,40.585,11.0,6.637,0.684,0.6818,0.6632,2.845,1.875,-1.846,0.001665,0.9123,0.8823,0.0001582,97.449,4.572,4.564,7.835e-05,5.613e-06,
3684.jpg,1330,1.509,22.445,14.14,72.939,9.935,9.639,95.674,98.525,83.378,40.392,-2.642,8.795,0.1409,0.3998,0.4252,43.55,57.244,68.861,22.445,6.659,15.426,0.2236,0.1995,0.2338,51.257,10.201,20.419,0.5664,0.3543,0.3342,2.537,1.653,-2.418,0.006834,0.6754,0.7916,0.0004337,90.036,4.187,4.398,0.0002847,1.947e-05,
3688.jpg,1330,1.509,21.4,10.401,47.454,7.066,6.31,26.979,34.984,34.781,13.238,-2.372,-0.6937,0.1941,0.381,0.1539,37.75,53.492,63.948,21.4,3.774,8.77,0.2072,0.3169,0.2471,75.232,49.332,48.137,0.5483,0.2507,0.2306,2.675,1.507,-2.123,0.004413,0.3973,0.7736,0.0002895,70.843,4.556,4.541,0.000176,1.18e-05,
3726.jpg,1334,1.498,20.609,13.743,61.968,7.837,9.349,99.264,110.579,123.801,45.853,1.605,-6.791,0.17,0.3542,0.5509,41.574,50.568,85.979,20.609,3.918,26.718,0.2431,0.1815,0.3136,30.243,19.232,20.504,0.5297,0.3869,0.3838,2.584,1.453,-2.369,0.003166,0.5795,0.7776,0.0004254,88.843,4.411,4.445,0.0003659,2.051e-05,
3729.jpg,1250,1.778,25.926,12.912,48.593,4.562,8.708,102.923,105.523,105.876,43.572,0.3099,-0.3455,0.5413,0.3104,0.4791,64.729,62.425,65.873,25.926,4.884,15.749,0.3194,0.2051,0.2831,11.936,13.785,18.494,0.499,0.1708,0.1408,2.355,1.197,-2.681,0.003989,0.344,0.7026,0.0007358,80.299,4.11,4.204,0.0005016,2.476e-05,
3737.jpg,1400,0.75,38.415,12.971,91.745,10.01,9.698,137.773,115.768,82.068,47.45,4.511,20.803,0.1086,0.4862,0.5419,100.47,97.049,79.452,38.415,10.834,15.621,0.0531,0.2289,0.3953,40.571,21.263,15.551,0.5897,0.1559,0.152,2.648,1.446,-2.746,0.005069,0.4019,0.773,0.0006562,90.888,4.484,4.527,0.0003115,2.39e-05,
3741.jpg,1400,1.333,11.262,13.506,26.511,2.579,9.408,153.493,130.032,146.998,56.967,12.354,-5.584,0.8652,0.2091,0.6347,35.216,28.725,25.111,11.262,8.872,8.551,0.154,0.1025,0.1182,0.0,6.0,9.943,0.4935,0.4395,0.3955,2.436,1.29,-2.954,0.002803,0.5419,0.5375,0.000722,26.624,3.733,3.62,0.0003872,9.166e-06,
3745.jpg,1454,1.223,17.518,17.056,86.819,8.658,12.381,119.045,113.914,59.678,48.201,-4.627,29.721,0.1366,0.5828,0.5542,52.388,50.54,39.589,17.518,31.017,21.396,0.1152,0.1892,0.2158,22.1,7.683,8.004,0.4525,0.4331,0.4256,2.437,1.329,-2.998,0.005513,0.7871,0.7702,0.0004351,98.09,4.51,4.492,0.0002407,2.003e-05,
3774.jpg,1400,1.333,4.082,11.644,11.843,1.577,7.961,146.548,158.925,161.696,64.623,-3.599,-2.876,0.5122,0.135,0.6497,18.92,10.08,11.15,4.082,3.602,5.747,0.1593,0.07149,0.05565,64.269,3.041,8.611,0.652,0.5751,0.5604,2.445,1.509,-2.55,0.01359,0.8299,0.7598,0.0004138,99.071,4.211,4.296,0.0004136,5.409e-06,
3787.jpg,1400,1.333,23.374,14.086,36.739,4.036,10.84,178.462,144.429,84.961,61.099,5.645,35.049,0.1075,0.4866,0.7005,71.772,59.318,27.602,23.374,7.411,19.25,0.0372,0.1466,0.2809,36.15,4.243,15.993,0.5883,0.4593,0.4519,2.416,1.095,-2.69,0.003655,0.6253,0.7049,0.0005839,90.625,4.15,4.229,0.0002473,1.44e-05,
3788.jpg,1400,1.333,11.738,11.108,16.566,1.499,7.244,120.266,155.668,217.19,63.833,4.792,-35.2503,0.6058,0.4553,0.8517,37.935,32.156,19.344,11.738,3.741,9.204,0.006825,0.1307,0.07586,36.519,16.684,15.378,0.7685,0.6611,0.6502,2.389,1.201,-2.844,0.001604,0.6218,0.7453,0.0006309,90.914,3.569,3.947,0.0009793,2.78e-06,
379.jpg,1250,1.778,19.772,15.008,148.172,25.741,9.785,85.415,76.896,69.267,32.622,2.272,5.869,0.08311,0.2881,0.344,50.198,47.246,46.809,19.772,6.571,5.365,0.1227,0.2306,0.1931,41.115,9.495,22.148,0.64,0.6413,0.6235,2.886,1.857,-1.756,0.001762,0.8294,0.866,0.000209,97.338,4.518,4.546,0.0001045,7.96e-06,
3793.jpg,1330,1.509,32.987,14.128,143.417,16.073,9.239,94.054,109.366,112.579,43.073,-4.254,-3.166,0.5343,0.2802,0.4533,67.854,83.651,88.278,32.987,6.394,6.391,0.1824,0.2056,0.3375,26.269,29.856,24.546,0.4713,0.4292,0.4858,2.655,1.458,-2.866,0.00999,0.6071,0.8593,0.0005484,92.434,3.659,4.133,0.0002673,1.265e-05,
3802.jpg,1250,1.778,7.87,9.023,15.12,1.435,4.828,103.794,118.706,135.522,49.172,-1.402,-11.0893,0.5868,0.2433,0.5315,21.096,19.521,15.373,7.87,1.362,3.484,0.009971,0.09284,0.06029,1.54,4.807,16.365,0.6587,0.6853,0.6383,2.264,1.054,-2.985,0.003397,0.5931,0.7691,0.0006805,99.183,4.208,4.223,0.0007301,3.556e-06,
380_uglifier.jpg,1400,1.333,18.798,14.458,117.314,12.951,9.427,119.747,108.856,96.971,46.001,2.312,8.191,0.08335,0.2081,0.473,49.465,48.096,45.008,18.798,3.074,5.738,0.09194,0.08832,0.1957,57.36,2.77,8.686,0.5574,0.5562,0.5488,2.531,1.516,-3.184,0.03354,0.7952,0.8762,0.0002897,93.186,4.413,4.503,0.00014,6.232e-06,
3810.jpg,1400,1.333,14.816,11.517,19.035,1.829,8.567,103.616,111.541,115.714,46.381,-0.7836,-3.459,0.607,0.281,0.507,48.746,36.524,27.461,14.816,5.265,14.982,0.1902,0.128,0.1711,71.149,12.255,16.249,0.4183,0.357,0.3072,2.323,1.057,-3.083,0.00228,0.444,0.6997,0.0006966,68.811,4.053,4.138,0.0006136,1.831e-05,
3820.jpg,1400,1.333,13.53,10.577,48.836,4.285,5.415,175.503,178.146,185.842,72.391,0.6652,-4.358,0.6505,0.06571,0.7288,39.708,36.398,30.797,13.53,0.9128,4.314,0.09536,0.08027,0.1208,28.708,23.885,15.468,0.5883,0.5904,0.5549,2.39,1.209,-3.15,0.001539,0.731,0.8237,0.0004065,92.651,4.354,4.492,0.0002562,9.148e-06,
3823.jpg,1400,1.333,40.16,9.678,45.428,6.45,5.937,105.246,109.359,109.773,42.691,-1.677,-0.7166,0.5746,0.175,0.4381,104.845,100.748,102.059,40.16,2.981,3.081,0.2078,0.1405,0.3971,49.935,45.913,32.719,0.5204,0.215,0.1991,2.61,1.317,-2.302,0.002364,0.5766,0.7901,0.000472,80.609,4.273,4.38,0.0004642,1.946e-05,
3834.jpg,1400,1.333,26.722,11.458,49.023,4.789,8.52,94.35,70.581,42.281,31.138,6.086,18.934,0.08418,0.5282,0.3703,79.675,62.521,37.536,26.722,7.433,17.59,0.05721,0.2866,0.3124,21.014,25.495,28.643,0.3698,0.2151,0.1864,2.445,1.286,-2.69,0.003034,0.4051,0.7086,0.0009187,92.196,4.368,4.449,0.0003196,1.699e-05,
3837.jpg,1400,1.333,33.34,13.035,77.218,10.665,8.551,87.374,87.915,72.612,34.662,-2.834,9.123,0.1757,0.4455,0.3567,82.71,83.597,93.81,33.34,3.37,9.392,0.167,0.2817,0.3348,61.378,41.062,29.176,0.3935,0.3711,0.3362,2.635,1.405,-2.263,0.001841,0.6977,0.8024,0.0003747,78.341,4.503,4.519,0.0002305,1.632e-05,
3845.jpg,1400,1.333,17.723,12.093,50.77,7.329,8.145,100.35,138.159,198.365,56.744,4.664,-34.5488,0.5903,0.5017,0.7849,37.705,44.782,64.62,17.723,6.429,18.536,0.0986,0.1501,0.237,1.923,1.944,11.768,0.3571,0.237,0.1911,2.738,1.489,-1.904,0.00409,0.1164,0.2836,0.0007488,73.621,4.543,4.521,0.0009911,1.511e-05,
3854.jpg,1216,0.7882,15.435,15.618,114.208,10.389,11.032,67.608,97.291,20.889,37.756,-21.9487,37.101,0.2447,0.8318,0.4074,55.125,36.557,25.149,15.435,15.572,10.985,0.07169,0.1543,0.1712,43.845,10.95,6.147,0.4785,0.5041,0.4626,2.423,1.421,-3.304,0.006931,0.626,0.7673,0.0009138,97.005,3.028,3.597,0.0002445,1.349e-05,
385_uglifier.jpg,1336,1.493,13.008,15.929,111.414,16.018,9.789,76.179,158.292,60.171,58.329,-43.2242,41.724,0.3102,0.6584,0.6208,36.305,35.235,40.787,13.008,5.264,9.179,0.02655,0.1733,0.1382,37.209,4.112,14.124,0.7103,0.6982,0.6902,2.751,1.802,-1.91,0.005235,0.889,0.8747,0.0001761,98.117,4.532,4.554,0.000125,5.512e-06,
3860.jpg,1400,1.333,11.256,11.125,17.324,2.465,7.958,145.015,163.917,167.868,66.009,-4.93,-4.094,0.3911,0.2206,0.6891,41.342,26.861,26.949,11.256,4.297,11.41,0.238,0.1531,0.1061,0.006778,2.386,12.298,0.5553,0.4083,0.3918,2.582,1.344,-2.849,0.009698,0.6842,0.5688,0.0004136,38.628,4.432,4.057,0.0004165,9.214e-06,
3873.jpg,1400,1.333,22.756,12.902,41.964,3.567,8.292,97.272,109.412,121.272,45.035,-0.2323,-8.194,0.5429,0.3403,0.5037,65.372,55.528,50.37,22.756,2.149,13.92,0.2416,0.2469,0.2167,37.807,3.202,13.997,0.5573,0.2971,0.2816,2.386,1.02,-2.876,0.002082,0.4686,0.7199,0.0007629,88.603,3.661,4.0,0.0004441,1.4e-05,
3878.jpg,1400,1.333,5.549,8.521,10.183,1.059,5.496,169.248,166.783,150.02,68.138,-2.096,8.984,0.1519,0.116,0.6651,15.196,13.627,12.206,5.549,1.09,2.188,0.02772,0.04251,0.05838,0.1284,1.944,8.003,0.3367,0.5392,0.3261,2.246,0.9801,-2.84,0.009581,0.4517,0.366,0.0007971,33.356,4.064,3.756,0.0006584,1.227e-05,
3879.jpg,1334,1.498,20.767,12.667,136.547,18.124,7.409,73.634,76.308,88.821,31.918,3.074,-7.433,0.82,0.2865,0.3662,53.456,50.43,52.584,20.767,1.889,12.085,0.2305,0.2236,0.2051,66.593,5.719,12.919,0.4966,0.3978,0.3967,2.712,1.713,-2.208,0.001884,0.6483,0.8757,0.0005928,92.034,4.385,4.501,0.0003706,1.453e-05,
388_uglifier.jpg,1400,1.333,20.193,16.024,147.649,21.433,10.924,197.951,199.524,185.635,79.56,-2.696,6.826,0.1881,0.1528,0.8129,51.939,55.053,50.358,20.193,11.406,10.742,0.1687,0.1622,0.189,2.284,20.979,13.087,0.5397,0.5744,0.4851,2.768,1.757,-1.717,0.003237,0.6538,0.8645,0.0002222,91.658,4.439,4.517,8.49e-05,8.01e-06,
3891.jpg,1212,0.8938,23.746,11.861,42.172,5.585,7.443,112.538,110.935,111.701,46.114,0.8952,-0.3973,0.7574,0.1014,0.4643,62.529,58.506,54.108,23.746,1.759,6.289,0.2594,0.09052,0.241,6.907,6.289,8.665,0.5044,0.2639,0.253,2.577,1.471,-1.85,0.01744,0.5036,0.7359,0.0003727,97.415,4.409,4.447,0.000177,1.633e-05,
3892.jpg,1250,1.778,15.511,12.778,70.496,8.636,8.151,107.17,98.996,92.04,42.265,3.036,5.538,0.07339,0.34,0.463,43.85,39.364,43.463,15.511,3.322,12.486,0.1825,0.1253,0.1554,77.935,7.12,21.28,0.5022,0.3502,0.3663,2.665,1.456,-2.462,0.002407,0.7468,0.8279,0.0004405,85.211,4.503,4.5,0.0002956,1.774e-05,
3902.jpg,1152,1.25,32.09,13.175,103.342,19.868,8.023,82.926,87.399,86.264,34.609,-1.478,0.3213,0.1924,0.1702,0.359,72.923,81.12,82.7,32.09,5.188,4.968,0.2406,0.1431,0.3244,54.642,29.943,26.817,0.5972,0.1997,0.1844,2.805,1.687,-1.513,0.009185,0.3978,0.851,0.0003118,86.841,4.542,4.556,0.000149,2.168e-05,
3904.jpg,1116,1.345,17.362,15.098,100.526,10.326,10.045,112.959,114.999,106.107,47.505,-1.941,4.295,0.351,0.1543,0.4715,42.801,44.008,34.595,17.362,5.415,12.482,0.2915,0.123,0.171,18.337,6.264,11.767,0.4163,0.4196,0.4282,2.451,1.469,-3.398,0.01523,0.685,0.8039,0.0005978,97.18,3.977,4.249,0.0001577,1.568e-05,
3905.jpg,1152,1.25,28.025,14.083,81.387,7.852,9.972,112.701,81.766,55.549,36.004,9.173,19.064,0.06567,0.4805,0.4424,83.68,64.919,44.371,28.025,8.136,15.445,0.06858,0.1527,0.3281,31.3,26.592,15.619,0.4571,0.4407,0.3863,2.427,1.233,-3.021,0.005062,0.7259,0.7924,0.0003923,94.328,4.343,4.484,0.0001593,1.435e-05,
3907.jpg,1152,0.8,20.19,15.546,192.89,25.979,10.033,126.277,115.465,110.151,48.721,3.241,4.553,0.05943,0.1681,0.4997,53.793,49.835,50.514,20.19,5.341,4.868,0.1288,0.1203,0.2098,32.027,4.963,6.9,0.6084,0.6042,0.6003,2.713,1.811,-2.379,0.01349,0.8605,0.869,0.0003926,99.311,4.075,4.415,0.0001247,6.815e-06,
390_uglifier.jpg,1400,1.333,12.903,16.226,82.347,11.194,12.805,178.06,84.824,12.568,47.332,33.337,53.014,0.07109,0.9314,0.6983,37.753,39.102,14.183,12.903,14.616,11.08,0.02971,0.07435,0.1481,33.551,6.431,9.027,0.5321,0.5665,0.5349,2.698,1.759,-1.929,0.003766,0.7371,0.8363,0.00027,97.915,4.537,4.545,0.0001952,1.051e-05,
3914.jpg,1120,1.333,22.37,12.486,59.957,6.439,7.102,93.787,99.29,104.254,40.767,-0.933,-3.598,0.5778,0.1308,0.4106,57.003,55.663,55.038,22.37,1.599,3.574,0.1356,0.1042,0.2173,62.656,8.409,20.825,0.4788,0.4827,0.4382,2.494,1.276,-2.616,0.002737,0.653,0.806,0.0004333,84.216,4.544,4.54,0.0002454,1.225e-05,
3918.jpg,1063,1.513,17.867,14.471,82.698,14.92,9.327,128.431,132.174,115.119,54.042,-4.622,9.138,0.149,0.2034,0.5343,51.697,44.574,56.412,17.867,8.705,10.045,0.1527,0.1912,0.1789,30.328,13.766,17.734,0.5664,0.5118,0.4907,2.697,1.566,-1.807,0.005604,0.8179,0.8401,0.0002532,93.351,4.459,4.488,0.000148,1.199e-05,
3921.jpg,1400,1.333,21.22,14.801,125.388,14.681,9.198,91.877,97.813,86.803,39.777,-4.375,5.787,0.284,0.2239,0.3925,50.806,51.888,59.491,21.22,4.707,9.069,0.1774,0.1955,0.2117,42.191,6.562,9.825,0.5925,0.5573,0.5491,2.582,1.548,-2.558,0.002642,0.8244,0.8625,0.0003237,96.152,4.327,4.505,0.0001319,7.94e-06,
3928.jpg,1400,1.333,19.249,16.15,115.125,12.89,10.53,100.79,114.209,92.97,45.887,-8.651,10.004,0.2886,0.2669,0.4565,47.95,49.233,45.833,19.249,7.761,11.832,0.1608,0.1401,0.1935,38.295,8.898,14.515,0.4977,0.4747,0.4324,2.546,1.504,-2.862,0.01398,0.7253,0.8626,0.0003205,96.506,4.513,4.529,0.000129,9.907e-06,
